酒名,酒廠,url,年分,產地,酒精度,照片url,內容,評論,價錢
"Fercullen 14 Years Old Single Malt (46%, OB, 2019)", Undeclared distillery,https://thewhiskyphiles.com/2019/11/14/fercullen-14-years-old-single-malt-46-ob-2019/, 14 years old,Ireland, 46%,https://thewhiskyphiles.files.wordpress.com/2019/11/fercullen14-bottle.png,"Carefully selected from rare stocks of aged Irish whiskey, Fercullen 14-Year-Old Single Malt has been expertly distilled and set aside to mature in bourbon barrels by one of Ireland’s most accomplished Master Distillers Noel Sweeney. “This is a truly remarkable whiskey, a smooth, satisfying, perfectly balanced and easy to drink Single Malt Irish Whiskey,” says Master Distiller Noel Sweeney.  “Exclusively matured in fresh bourbon barrels for over 14 years it has married oak and bourbon tones with a fruity, clean malty spirit to deliver a classic with maturity beyond its years.”Official tasting notes:Nose: Honey, vanilla, sweet malty, spice, almonds, cinnamon, rich plums, clean and fresh.Taste: A refreshingly smooth and complex nectar deliver layer upon layer of smooth, silky sweet malt with crisp oak.   Spicy, fruity, nutty, complex and tasty.Finish: Malty to start with a lingering sweet spice malt and fruity fresh finish.","The Fercullen range of whisky is produced by The Powerscourt Distillery. Sourced Irish malt whisky, bourbon matured for a minimum of 14 years.This post was sponsored by The Powerscourt Distillery by provision of The Fercullen Trilogy Gift Pack.My tasting notes:Appearance: Mid-gold (6/20), medium-fine tears & thin legs.Nose: Sweet and fruity, apple, pear, honey, vanilla, toasty oak, crisp barley malt and fermented banana.Taste: Smooth, juicy apple and oak, tropical papaya and pineapple, a touch of orange oil, marmalade with ginger, hazelnut puree and vanilla cream.Finish: Medium, zesty citrus peels, sweet and sour oak.", €92.95
"Fercullen 10 Years Old Single Grain (40%, OB, 2019)", Undeclared distillery,https://thewhiskyphiles.com/2019/11/14/fercullen-10-years-old-single-grain/, 10 years old,Ireland, 40%,https://thewhiskyphiles.files.wordpress.com/2019/11/fercullen10-bottle.png,"Carefully selected from rare stocks of aged Irish Whiskey, the Fercullen 10-year-old Single Grain Irish Whiskey has been aged exclusively in white oak for over a decade before being recasked to mature in fresh bourbon barrels.  Balanced, with light, sweet, subtle tones, this inspiring Irish whiskey lends character and company to any occasion.“This is an exceptional 10-year-old Irish whiskey” says Master Distiller Noel Sweeney. “It delivers light, subtle tones that reveal an underlying complexity and smoothness that lends character to any occasion.”Official tasting notes:Nose: Sweet vanilla, citrus, honey, spice, almonds, candy orange and oak Taste: Smooth, sweet, crisp grain with complex combinations of oak, fruit, and sweetness.Finish: Silky to start with a long lasting sweet, vanilla oak finish.","The Fercullen range of whisky is produced by The Powerscourt Distillery. Sourced grain whisky double-matured in ex-American oak / bourbon barrels for a minimum of 10 years.This post was sponsored by The Powerscourt Distillery by provision of The Fercullen Trilogy Gift Pack.My tasting notes:Appearance: Light champagne gold (4/20), medium-large tears & tapered legs.Nose: Vanilla, creamy, a little floral, milled cereal flour, white chocolate, apple pie with cinnamon and cream.Taste: Custard cream biscuits, vanilla, biscuit, cereal, apple, lemon juice, buttery hazelnut puree or oil.Finish: Medium-short, zesty, lemon and orange oil or zest, candy apples.", €57.50
"Fercullen Premium Blend (40%, OB, 2019)", Undeclared distillery,https://thewhiskyphiles.com/2019/11/12/fercullen-premium-blend/, null,Ireland, 40%,https://thewhiskyphiles.files.wordpress.com/2019/11/fercullenprem-bottle.png,"A blend of carefully selected casks of aged malt and grain whiskeys, Fercullen Premium Blend Irish Whiskey, is aged in seasoned oak giving it a rounded smoothness and unique depth of flavour that draws from a rich background of grain, malt and toasted oak.“This exquisite Irish whiskey represents the blending together of carefully selected casks of aged malt and grain whiskeys,” says Master Distiller Noel Sweeney.  “Mellowed by time in a soft Irish climate, tones of citrus and vanilla emerge from grain, malt and oak.”Official tasting notes:Nose: Sweet vanilla, citrus, honey, spice, almonds, candy orange peel, oak.Taste: Smooth, crisp, grain, combinations of malt, caramel, fruit, and sweetness.  Finish: Long lasting sweet vanilla and toasted oak finish. ","The Fercullen range of whisky is produced by The Powerscourt Distillery. Opened in March 2019 this liquid has been sourced from other Irish distillers and blended to a recipe likely in the intended style that Powerscourt hope to produce themselves one day when their stock is old enough.This post was sponsored by The Powerscourt Distillery by provision of The Fercullen Trilogy Gift Pack.My tasting notes:Appearance: Light gold (7/20), medium tears & legs.Nose: Lemon and vanilla, lemon puff and custard cream biscuits, cereal, honey, nutty and a hint of furniture polish.Taste: Medium-light bodied, pleasing, vanilla fudge, highland cream toffee, butterscotch, citrus and apple fruits, cream and honey, all well-integrated and smooth.Finish: Medium-short, creamy, sweet and a touch citric and vaporous.", €44
"Jameson 18 Years Old Bow Street Cask Strength (55.3%, OB, 2018)", Midleton distillery,https://thewhiskyphiles.com/2019/06/26/jameson-18-years-old-bow-street-cask-strength/, 18 Years Old,Ireland, 55.3%,https://thewhiskyphiles.files.wordpress.com/2019/02/jameson-bow-street-18-cask-strength.jpg?w=899,"Jameson Bow Street 18 Years is a special blend of rare pot still and grain Irish whiskeys produced at the Midleton distillery. After ageing for almost two decades, these whiskeys are married together and spend their final finishing period in our original home, at the Jameson Distillery Bow Street in Dublin. Launched in 2018, this whiskey is our rarest release and is bottled once per year, at cask strength.  Official tasting notes by Billy Leighton, Master Blender at the Midleton Distillery:Nose: Rich wood-driven influence with deep toffee notes and spice.Taste: Toffee and oak remain consistent with hints of leather and vanilla along with a subtle sherry nuttiness creating depth and complexity.Finish: Long and full with the sweet toffee notes slowly fading while the toasted oak and spice linger throughout until the very end.","Jameson’s first ever cask strength release, this 18 Year Old is presented at 55.3% and finished its maturation at the live distillation house in the Jameson Distillery Bow Street, whose name it bears.My tasting notes:Appearance: Full bright gold (10/20), fine tears and thin legs.Nose: Sweet honey and grassy barley, a little spirit burn belies its strength, rich toffee, with a slight menthol, lemon and almost liqourice edge precede sugary spiced oak woodTaste: Creamy toffee, butterscotch, apple and blackberry compote, wood spice, tobacco leaf and leather, vanilla creme brulee with freshly grated nutmeg and almost cayenne pepper spice with a sweet honey undercurrent, fruit & nut chocolate bars and toasted oak shavings.Finish: Long, sweet vanilla essence and toffee fade through fudge to spiced oak and piqaunte bramble jelly", £170
"Irish Single Malt 13 Years Old Batch #3 (46.8%, That Boutique-Y Whisky Company, 2018)", undisclosed Irish distillery,https://thewhiskyphiles.com/2018/11/22/irish-single-malt-13-years-old-batch-3/,null,Ireland, 46.8%,https://thewhiskyphiles.files.wordpress.com/2017/10/irish-single-malt-1-that-boutiquey-whisky-company-whiskey.jpg,"A whiskey lovely enough to shower with sugar lumps and regularly take to the horse dentist – yes, it’s the second batch of That Boutique-y Whisky Company’s Irish Single Malt #3! Spectacular 13 year old single malt from an undisclosed Irish distillery, boasting oodles of fruit notes. It really is lovely, lovely, lovely whiskey.Official tasting notes:Nose: Seriously fruity. Lots of creamy apricot, raspberry, strawberry, and apple. Floral and grassy, freshly cut hay notes, Shredded Wheat breakfast cereal.Palate: Apple and apricot again, along with sweet spices: cinnamon, a touch of nutmeg and even some root ginger. Some darker fruits creep in too: plums and figs. Slightly hoppy. Creamy, mouth-filling texture.Finish: More apricot and lots of wood spices.Overall: An abundantly fruity Irish single malt!","Sampled during the 2018 #WhiskyAdvent tweet tasting with @TheWhiskyWire and Drinks By The Dram.The third batch of Irish Single Malt 13 Year Old bottled by TBWC, comes in at 46.8%.My tasting notes:Appearance: White wine gold (5/20), medium tears and medium, loose legs.Nose: Fresh, sweet & fruity, zesty citrus lemon, lime & grapefruit, vanilla, cereal, lemon drizzle cake, icing sugar, apple juice, biscuit, neutral cereals, grassy hay.Taste: Medium-full bodied and a touch oily; Apple danish or crumble with rapsberry ripple ice-cream, apple sauce, refined sugar, cereal grain, dried grass, a little zesty grapefruit, vanilla custard, lemon bon bons and sherbet.Finish: Long, sweet & sour, oak wood becomes drying.", £59.95
"Redbreast 32 Years Old 1985 Dream Cask (46.5%, OB, Oloroso Cask #41207, 816 Bottles, 2018)", Midleton Distillery,https://thewhiskyphiles.com/2018/06/21/redbreast-32-years-old-1985-dream-cask/,null,Ireland, 46.5%,https://thewhiskyphiles.files.wordpress.com/2018/05/redbreast-dream-cask.jpg?w=960,"Redbreast Dream Cask is a limited edition, 32 Year Old single pot still Irish whiskey – a single cask that was hand-selected last year by Master Blender, Billy Leighton, as his favourite Redbreast whiskey. The cask was chosen for having the perfect balance of pot still, Spanish oak and sherry flavours, which can usually only be achieved through blending – bringing to life Redbreast’s signature sherry style.The whiskey was originally unveiled during a Facebook LIVE tasting to mark Redbreast’s World Whisky Day 2017 celebrations. Participants and viewers praised the quality and rarity of what is now the oldest Redbreast Irish whiskey ever to go on sale, with many requesting that the whiskey be made available to buy.Redbreast Master Blender, Billy Leighton, commented: “In almost 40 years as a blender, Redbreast Dream Cask is a real highlight as I am able to select my own, personal dream Irish whiskey and share it with the world. Our inaugural tasting in 2017 was by far the largest whiskey tasting I have ever held, and the feedback we have received from the whiskey community on the liquid has been phenomenal, so it’s an honour to see it bottled to mark World Whisky Day 2018 – and watch this space for our 2019 plans.”The Redbreast Dream Cask represents the perfect contribution of flavours through a careful maturation journey rounded out by a particularly sublime sherry butt. The original date of bonding goes back to 31st October 1985, with single pot still Irish whiskey filled into re-fill American Oak ex-Bourbon barrels. Then, on 8th March 2011, the whiskey was re-casked into a first-fill Oloroso Sherry-seasoned butt. The resulting whiskey is luxuriously smooth with wood resin notes reminiscent of well-polished antique furniture, lots of ripe fresh fruit flavours and an extremely balanced finish that slowly fades.Redbreast Dream Cask is bottled without the use of chill-filtration at 46.5% ABV and is available in very limited quantities through Redbreast’s online private members’ club, The Birdhouse, for €500 per 50cl bottle. Click here to visit The Birdhouse.Brendan Buckley, Strategy, Insight, Innovation & Prestige Whiskeys Director at Irish Distillers, added: “What started out as a celebration of Redbreast on World Whisky Day has developed into the release of a limited edition directly requested by Redbreast fans. We didn’t know it then, but World Whisky Day 2017 was just the beginning for Redbreast Dream Cask and we look forward to what Billy Leighton, and his apprentice Dave McCabe, will find in our Midleton warehouses in the years to come.”Redbreast Dream Cask tasting notes, by Head Blender Billy LeightonAroma: Combination of fruit, herbs and spices. Notes of orange peel and blackcurrant that move to deeper richer notes including dark chocolate and bitter almond with a heavy oak influence in the backgroundTaste: Mixed fruit tones within the typical style of Irish single pot still whiskey. Light touch of menthol to liquorice. Exotic fruits alongside spices, herbs and Spanish toasted oakFinish: The balance of fruit, oak and barley is slow to fade","Originally sampled on World Whisky Day 2017 at a mere 31 Years Old, this cask has been left a little bit longer. Reaching 32 Years Old and also dropping from 46.7% to 46.5% ABV in the intervening period before being officially bottled by Redbreast as one of the oldest Irish single pot still whiskeys ever bottled.My tasting notes:Appearance: Golden ruby (13/20), numerous, slow, fine tears leave long tapered legs.Nose: Freshly polished antique wood, musty, leathery tannins and tobacco leaf, fruity, figs, dates, red berries, redcurrants, plum & damson jam, muskovado sugar, some lighter dried linen and slightly perfumed floral elderflower aromas, classic baking spices; vanilla, cinnamon and nutmeg.Taste: Toffee and chocolate, smooth but with a bite of spiced ginger, toasted ryebread; indicative still of the unmalted barley component, oak wood, cigar boxes, fig jam, blackberry, elderberry, quite earthy and herbal, with hints of eucalyptus and liquorice root.Finish: Long, herbal tobacco and woody spices with sherry fruit.", €500 (sold out)
"Redbreast 12 Years Old (40%, OB, 2017)", New Midleton Distillery,https://thewhiskyphiles.com/2018/03/15/redbreast-12-years-old/,null,Ireland, 40%,https://thewhiskyphiles.files.wordpress.com/2018/03/redbreast-12-year-old-whiskey.jpg,"One of the most decorated Irish whiskeys, Redbreast is the largest selling Single Pot Still Irish Whiskey in the world. Regarded as the definitive expression of traditional Single Pot Still whiskey, the genesis of Redbreast dates back to 1903 when John Jameson & Son entered into an agreement with the Gilbeys Wines & Spirits Import Company to supply them with new make spirit from their Bow St. Distillery. The custom of that era was that distillers sold bulk whiskey to ‘bonders’ who, being in the business of importing fortified wines such as sherry and port, had ample supplies of empty casks in which to mature new make whiskeys under bond.Single Pot Still whiskey is unique to Ireland in general and to the Midleton Distillery, Co. Cork, in particular, and is regarded as the quintessential style of Irish whiskey. Made from a mash of malted and unmalted barley and then triple distilled in traditional copper pot stills, Pot Still whiskeys are characterised by full, complex flavours and a wonderful creamy mouthfeel.","The 12 year old expression represents the standard or entry-level edition of Jameson’s Redbreast. This still adheres to the traditions of Irish Pot Still whiskey, made from a mixture of malted and unmalted barley that is then batch distilled / triple distilled in copper pot stills. This is then heavily matured in ex-Sherry casks for the Redbreast family of whiskeys.Thanks to Jameson for the official sample and Christmas cake to try alongside this expression, received as a seasonal greeting.My tasting notes:Appearance: Bright copper gold (10/20), medium-sized tears and medium legs are fairly numerousNose: Spiced gingerbread, nutty unmalted barley, fruity raisins, linseed oil, caramelised sugars, toffee, crème caramel, malty barley mixed with a medley of fruits including strawberry and melon, hints of coconut ice and marshmallowTaste: Soft, gently fruity, fudge, nutty, marzipan, orange & lemon peel candied and or crystallized, dried fruit, raisin, a little citric and sharp in the middle with plenty of unmalted barley spice, lemon and lime juices and oak wood.Finish: Medium-long, creamy and gently spiced with ginger and freshly grated nutmeg, reminded me of cardamom kulfi", £43.33
"Tullamore D.E.W. 18 Years Old Single Malt (41.3%, OB, 2018)", Midleton Distillery,https://thewhiskyphiles.com/2018/03/08/tullamore-dew-18-years-old-single-malt-2018/,null,Ireland, 41.3%,https://thewhiskyphiles.files.wordpress.com/2018/03/tullamore-dew-18-year-old-single-malt-whiskey.jpg,"Finished in a combination of bourbon, Port, Madeira and Oloroso Sherry casks. Only 20 barrels produced annually.","Sampled during the #TullamoreDEW tweet tasting hosted by Tullamore D.E.W. and @TheWhiskyWire on 7th March 2018.My tasting notes:Appearance: Full gold (10/20), rare, slow, medium-fine tears leave fine legsNose: Perfumed and floral briefly whisked through biscuit malt and into toasty wood, residual sticky apple and raisin strudel and a good cup of espresso coffee or piece of dark chocolateTaste: Pineapple upside down cake and date-filled sticky toffee pudding with rum and raisin ice cream, toasted oak wood, dried fruits, cocoa and coffeeFinish: Long, bitter sweet, dark chocolate and raisins", £92.33
"Tullamore D.E.W. 14 Years Old Single Malt (41.3%, OB, 2018)", Midleton Distillery,https://thewhiskyphiles.com/2018/03/08/tullamore-dew-14-years-old-single-malt-2018/,null,Ireland, 41.3%,https://thewhiskyphiles.files.wordpress.com/2016/03/tullamore-d-e-w-14-year-old-single-malt-whisky.jpg,"A 14 year old, triple distilled Irish single malt whiskey from the Tullamore DEW range, which has been finished in bourbon, Port, Madeira and Oloroso Sherry casksOfficial tasting notes:Nose: Zesty citrus, grilled pineapple and slowly building bourbon-y vanilla.Palate: Big, creamy malt with loads of vanilla tannins. Ripe, sweet red grapes and a hint of poached apple.Finish: Sherried sweetness carries on.","Sampled during the #TullamoreDEW tweet tasting hosted by Tullamore D.E.W. and @TheWhiskyWire on 7th March 2018.My tasting notes:Appearance: Sauternes (8/20), medium tears, medium-fine legsNose: Subtle and complex, biscuit malt, buttered oat crumbles, light sherry/leather tannin, raisin, sour cherry and fresh pineapple, fresher and sweeter than previous sample (2016)Taste: Buttercream and sherry, creamy malt, fruit scones with clotted cream, more banana and pear esters, whipped cream – man that’s a lot of cream!Finish: Drying, oak wood, dried fruit, mango or pineapple pieces", £52.45
"Tullamore D.E.W. XO Rum Cask (43%, OB, 2018)", Midleton Distillery,https://thewhiskyphiles.com/2018/03/08/tullamore-dew-xo-rum-cask/,null,Ireland, 43%,https://thewhiskyphiles.files.wordpress.com/2018/03/xo.png,"XO Rum Cask Finish is our Tullamore D.E.W. Original triple distilled triple blend of pot still, malt and grain Irish whiskey finished in the finest first fill XO rum casks to deliver sweet tropical flavours. With this XO Rum Cask Finish, we pay tribute to the role of Irish Immigrants in the development of rum in the Caribbean in the 17th Century. Irish heart and Caribbean soul, we call it the Beauty of Blend. We carefully select barrels previously used to age Demerara Rum to impart their distinctive tropical fruit and warm spice flavours to Tullamore D.E.W. XO Caribbean Rum Cask Finish Irish Whisky.Tullamore D.E.W. XO Caribbean Rum Cask Finish is the Original Triple Blend Irish whiskey with an additional finish in first fill XO Caribbean rum casks for sweet tropical notes.Official tasting notes:Nose: Notes of vanilla and oak overlaid with citrus, ripe bananas and delicate spiceTaste: Creamy smooth mouthfeel bringing out the deliciously deep caramel and banana notes with hints of dates and raisinsFinish: Long and sweet with bananas and caramel lingering","Sampled during the #TullamoreDEW tweet tasting hosted by Tullamore D.E.W. and @TheWhiskyWire on 7th March 2018.My tasting notes:Appearance: Dark gold (9/20), Medium, rounded droplets leave long fine legsNose: Green malt and unmalted barley, estery and slightly spirity, sappy pine, wood polish, pear, pear drops, citrus, lime, with time vanillaTaste: Citric, lemon and lime, zesty, white pepper spice and cinnamon, creamy highland toffee, banoffee pie, grapefruit pith wee drop o water and this one’s much sweeter & smootherFinish: Long, bitter cream toffee and spices/citrus pith persist", £26
"Tullamore D.E.W. Original (40%, OB, 2018)", Midleton Distillery,https://thewhiskyphiles.com/2018/03/08/tullamore-dew-original-2018/,null,Ireland, 40% ABV,https://thewhiskyphiles.files.wordpress.com/2015/03/tullamore-dew-whiskey.jpg,"The original blended Irish whiskey, known the world over for its smooth and gentle complexity. For one, it is triple distilled and patiently aged in a combination of ex-bourbon and sherry casks, developing its distinctive smoothness. Secondly, being a blend of all three types of Irish whiskey, it has a gentle complexity. The malt and the pot still whiskey we use give it citrus and spicy notes.Official tasting notesThe early floral yet biscuit flavour reflects the grain whiskey, while the soft spicy notes can be attributed to the pot still whiskey in the blend. The citrus flavour is contributed by the malt. Finally notice the nutty or even marzipan note combined with distinctive vanilla in the finish – imparted by the sherry and bourbon casks used in maturation.Nose: Light sweet citrus and green apple combined with vanilla undertones.Taste: Early fresh fruit leads to a definite light spice followed by some toasted wood which evolves into a delicious vanilla sweetness.Finish: Medium length, buttery mellowness with a touch of marzipan accompanying the lingering vanilla.","First distilled in 1829 in the town of Tullamore in Ireland, this whiskey derives its name from an early distillery manager Daniel E. Williams.The brand was sold to William Grant & Sons Ltd. in 2010 and is thought to be composed of a blend of whiskey from the New Midleton distillery in Cork.Sampled during the #TullamoreDEW Live Twitter Tasting hosted by Kevin the Tullamore D.E.W. Distillery Ambassador and Steve @TheWhiskyWire on Wednesday 7th March 2018.My tasting notes:Appearance: Chardonnay (7/20), medium-fine drops from slowly leaving long fine legsNose: Sweet foam banana esters, fruity with hints of vanilla custard and cereal including some unmalted barley spice from the glass, buttery and slightly spirity, followed by thick vanilla, malted and unmalted barley cereals, gristy and a touch of wood smoke on the hands.Taste: Banana and apple, pear, lemon, lime citrus, light-medium bodied on the palate, oily and buttery in texture, malted milk and lemon puff biscuit cereals, toasted oak wood with hints of cinnamon and fresh nutmeg spicesFinish: Medium-short, sweet, lemon and vanilla creams and a dusting of cinnamon", £24.13
"Irish Single Malt 24 Years Old Batch 1 (46.8%, That Boutique-Y Whisky Company, 264 Bottles, 2017)", null,https://thewhiskyphiles.com/2018/01/10/irish-single-malt-24-years-old-batch-1-46-8-that-boutique-y-whisky-company/,null,Ireland, 46.8%,https://thewhiskyphiles.files.wordpress.com/2017/02/irish-single-malt-1-that-boutiquey-whisky-company-whiskey.jpg,"Irish #1 24yo TBWC Bottling NoteWe’d like to shower you with sugar lumps, but you’ll have to make do with this exquisite Irish single malt – the first Irish whiskey bottled by That Boutique-y Whisky Company and a 24 year old no less! It’s really very lovely, so go on and try it. Go on. Go on. Go on. Go on. Go on…Batch 1 is a release of 264 bottles.Official tasting notes:Nose: Fragrant and fruity with notes of kiwi, peach, gooseberry, grapefruit and pot pourri.Palate: More stone fruit and grapefruit with gorgeous, subtle fizzy oak notes you’d usually associate with even older malts.Finish: Fragrant and fruity once again, real winning stuff, with more subtle touches of oak and even a suggestion of cocoa.Overall: Lovely.",":A sample from a TBWC tweet tasting hosted by Steve at the Whisky Wire, unfortunately I was also to be in Dublin that day/night to prepare for the St. Patrick’s Day celebrations with a popular brand of Irish Whiskey *ahem* and was unable to participate. A little later than I expected I finally got round to sampling some of these and also take a look back at the responses and reactions to these during the tasting. This one drew a lot of praise and rightfully so!My tasting notes:Appearance: Full gold (9/20), medium tears leave medium resolving to fine legsNose: Sweet and citric lemon juice, candied peel, rich, lemon barley sugars, malty, biscuit, vanilla cream, light toffee, gooseberry syrup, floral and lightTaste: Sweet lemon, limoncello, syrupy in texture, lemon barley sugars, grapefruits, gooseberry fool dessert, fragrant and floral, oak wood with a touch of chilli spice & heatFinish: Long, syrupy, fruity with gooseberry, barley and some spice/heat", £Discontinued
"The Quiet Man 8 Year Old Oloroso Cask (46%, OB, 950 Bottles 2017)", Bushmills Distillery,https://thewhiskyphiles.com/2018/01/10/the-quiet-man-8-year-old-oloroso-cask/,null,Ireland, 46%,https://thewhiskyphiles.files.wordpress.com/2018/01/the-quiet-man-8-year-old-sherry-finish-324x810.jpg,"8 Year Old Sherry Cask DescriptionThe Quiet Man 8 Year Old Sherry Finish has been aged in 1st fill 200Lt Bourbon Barrels for 7 years and finished in Bodegas Garvey Sherry 500Lt Butts for a further 12 months. The Butts used have housed Oloroso Sherry for 32 years before the Single malt, with only 950 bottles produced, so really a one off. The intention is to release a yearly 12 Year old Sherry Finish from October this year.The Quiet Man Craft Distillery Company Tasting NoteNose – “Wonderful light ruby reddish purple, Fabulous sherry sweetness underlain with floral fragrances and hints of creamy “butteryness”.”Palate – “Sweet caramel, vanilla, and floral overtones with a hint of berries.”Finish – “Wonderfully long and creamy finish like dessert in a glass!”The Quiet Man Sherry Finish Single Malt Whiskey FactsCountry/Region – Ireland / Derry/LondonderrySub-Region – Rossdowney RdOperations – Mark ShortDistillery – Quiet Man Craft Distillery (2018)Distillation – Copper Pot StillIngredients – 100% Irish Malted BarleyAged – 7 Years 1st Fill Bourbon Barrels – 1 Year Oloroso Sherry ButtsAlc – Btl – 46% – 70clFor more information on The Quiet Man, please visit:www.thequietmanirishwhiskey.com, or www.facebook.com/the-quiet-man-irish-whiskey.","This bottle I won in the raffle at the Evening with the Blenders 2017 at the Scotch Whisky Experience. Presumably leftover judging stock (i.e. as by the labels often found affixed to these bottles) are entered into a charity raffle for which you have the chance to pay £20 to receive one ticket which automatically wins a bottle of either Scotch or International whisky, guaranteed to be worth more than £20. The last bottle I won several years ago was Yoichi’s 20 Year old shortly before it was discontinued (result!). Last time I won The Singleton of Glendullan Spey Cascade, not a bad sipping dram but seemed the least exciting of the bunch compared to other bottles won.This one I was quite excited by as it was a very limited release of  Oloroso Sherry Butt used finished The Quiet Man’s bourbon-matured Irish pot-still whiskey expression.My tasting notes:Appearance: Copper red (12/20) medium tears with fine legs.Nose: Sweet, toasted marshmallows, strawberries and cream, foam bananas, cereal barley, vanilla, leather tannins, slightly dusty and dry and dried fruits; raisin & pruneTaste: Fruity and sweet; fresh strawberries sweetened with granulated sugar, toasted marshmallows & Marshmallow Fluff, orange oil, & zest, red berry jam, raisin, some spice and heat such as chilli flakesFinish: Medium-long, the sweeter elements persist", £36.83
"The Dublin Liberties 10 Year Old Copper Alley (46%, OB, 2017)", null distillery coming soon,https://thewhiskyphiles.com/2017/11/03/the-dublin-liberties-10-year-old-copper-alley/,null,Ireland, 46%,https://thewhiskyphiles.files.wordpress.com/2017/11/the-dublin-liberties-10-year-old-copper-alley-whiskey.jpg,":Copper AlleyHeaven Above, Hell BelowCopper Alley is next to Christ Church Cathedral – a chance juxtaposition of the celestial and the infernal. By day, the high-born and the pious filled the nave of the cathedral. By night, they thronged the raucous taverns and bordellos of Copper Alley, consorting with the lowest of the low in wild and wanton abandon.Listen carefully, it’s said, and you may still catch the faint echoes of their bawdy laughter in the air.Singularly, heavenly, exceptionalDouble barreled single malt whiskey – aged for 10 years in bourbon casks and finished in 30 year old Oloroso Sherry Casks. A limited release of 31 casks of whiskey, this is non chill filtered and bottled at 46% abv.THE CHARACTER OF COPPER ALLEYcolour:Rich ambernose:Distinctive, full bodied aroma with plenty of character, malty, fruity with lovely sweet sherry flavours throughout.taste:Complex, well flavoured, sherry sweet, assertive, with a real melt in the mouth maltiness with sherry succulence coming through at the end.finish:Rich and smooth, lingering on the tongue.",":Sampled during #DublinLibertiesWhiskey Tweet Tasting hosted by Steve @TheWhiskyWire. Matured for 10 years in ex-bourbon casks before finishing for an undisclosed period in 30yo Sherry casks hand-picked by Master Distiller Darryl McNally.Appearance:Copper ruby amber (12/20), slow medium tears and fine legsNose:Raisin, figs, tea & oak wood soft tannins, sherry, molasses, warm malty and doughy cinnamon breadTaste:Caramelised sugar, toffee apples, treacle toffee, fruit and nut chocolate bars, cherry cola & cherry lips sweeties, suede leather, cinnamon bunsFinish:Long, spiced, dried fruits", £50.00
"The Dublin Liberties Oak Devil (46%, OB, 2017)", null distillery coming soon,https://thewhiskyphiles.com/2017/11/03/the-dublin-liberties-oak-devil/,null,Ireland, 46%,https://thewhiskyphiles.files.wordpress.com/2017/11/the-dublin-liberties-oak-devil-whiskey.jpg,":Oak Devilseduced by the angelsFor many years a carved Oak Devil stood over the arched entrance to The Liberties, gleefully surveying the mayhem and mischief beyond in the quarter known as hell.Then, suddenly, the Oak Devil disappeared in the night – perhaps, it’s said, seduced by the whiskey angels escaping the barrels in the courtyard distilleries. Others say instead that his dark powers entered those barrels and infused the maturing spirits…skillfully blended; sinfully full bodiedThis is a devilish blend of double-distilled premium malt and grain whiskies, aged for more than three years in bourbon oak casks. 46% ABV. Non chill-filtered.Devils Dewcolour:Rich ambernose:Rich, malty nose, with aromas of dark fruits and soft wooded notes.taste:Smooth and spicy, with notes of caramel and Christmas cake.finish:Smooth and lasting, with lingering pepper on the tongue.",":Sampled during #DublinLibertiesWhiskey Tweet Tasting hosted by Steve @TheWhiskyWireAppearance:Full amber gold (10/20), medium-large loose and quick tears leave thick oily legsNose:sweet, perfumed, citric lemon, malty and biscuity, honey, apple, pear, pineapple, spiced unmalted barley? with time a little vanilla cream comes out from those bourbon barrelsTaste:Smooth and sweet, honey and syrup, caramel, fudge, stewed apples, soft malted barley, vanilla and cinnamon hints, soft bite of oak wood and grain, ginger, white pepperFinish:Medium, sweet, a pleasant peppery, gingery cinnamon spice", £35.95
